Feelings	Functions	Attributes	Numbers
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation, Horizontal Circulation,   Work,      	X LENGTH = 84.209715, Y Length = 38.163399, Height = 52.345522, Number of Points = 34.82207, Distribution Seed = 27.092562, Mesh Relaxation = 0.385415, Smooth Level = 1, 	2048
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	          	X LENGTH = 17.404547, Y Length = 57.4158, Height = 93.680075, Number of Points = 5.442562, Distribution Seed = 6.454437, Mesh Relaxation = 0.397487, Smooth Level = 1, 	2049
Pensiveness, Sadness, Ecstasy, Admiration, Disgust, Boredom, Rage, Anger, Annoyance, Amazement, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 26.437532, Y Length = 69.265707, Height = 39.00399, Number of Points = 62.371723, Distribution Seed = 44.414906, Mesh Relaxation = 0.902577, Smooth Level = 1, 	2050
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Vigilance, Anticipation, Distraction, 	Habitation, Horizontal Circulation,         	X LENGTH = 21.025279, Y Length = 94.639573, Height = 59.954135, Number of Points = 49.299091, Distribution Seed = 19.29329, Mesh Relaxation = 0.525408, Smooth Level = 1, 	2051
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Rage, Fear, Apprehension, Vigilance, Surprise, Distraction, 	 Horizontal Circulation,         	X LENGTH = 73.648185, Y Length = 60.356042, Height = 88.152297, Number of Points = 41.862911, Distribution Seed = 83.803234, Mesh Relaxation = 0.737563, Smooth Level = 1, 	2052
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Rage, Fear, Apprehension, Vigilance, Surprise, Distraction, 	 Horizontal Circulation,         	X LENGTH = 13.687686, Y Length = 12.52932, Height = 19.264383, Number of Points = 80.018441, Distribution Seed = 1.064355, Mesh Relaxation = 0.425825, Smooth Level = 2, 	2053
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	 Horizontal Circulation,         	X LENGTH = 98.106852, Y Length = 45.284606, Height = 82.488227, Number of Points = 24.158808, Distribution Seed = 39.945775, Mesh Relaxation = 0.733549, Smooth Level = 1, 	2054
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 19.967219, Y Length = 39.798899, Height = 98.692319, Number of Points = 65.193516, Distribution Seed = 30.936229, Mesh Relaxation = 0.175562, Smooth Level = 1, 	2055
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Anger, Apprehension, Amazement, Anticipation, Distraction, 	Habitation, Horizontal Circulation,         	X LENGTH = 95.833573, Y Length = 68.582773, Height = 56.075555, Number of Points = 45.547707, Distribution Seed = 6.975324, Mesh Relaxation = 0.144674, Smooth Level = 1, 	2056
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,          	X LENGTH = 84.337099, Y Length = 92.322033, Height = 26.969464, Number of Points = 37.953279, Distribution Seed = 94.649318, Mesh Relaxation = 0.808336, Smooth Level = 1, 	2057
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 69.528776, Y Length = 95.988444, Height = 89.4944, Number of Points = 90.6348, Distribution Seed = 89.484693, Mesh Relaxation = 0.330992, Smooth Level = 2, 	2058
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Anticipation, Focus, 	          	X LENGTH = 74.375389, Y Length = 59.349345, Height = 27.346035, Number of Points = 39.395137, Distribution Seed = 12.544948, Mesh Relaxation = 0.731075, Smooth Level = 1, 	2059
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,    Work,      	X LENGTH = 57.402781, Y Length = 39.278371, Height = 58.067532, Number of Points = 58.174601, Distribution Seed = 9.595244, Mesh Relaxation = 0.33214, Smooth Level = 1, 	2060
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	          	X LENGTH = 13.614707, Y Length = 32.390996, Height = 61.014408, Number of Points = 14.633821, Distribution Seed = 78.482229, Mesh Relaxation = 0.764624, Smooth Level = 2, 	2061
Pensiveness, Sadness, Ecstasy, Loathing, Disgust, Boredom, Terror, Fear, Annoyance, Amazement, Surprise, Distraction, 	 Horizontal Circulation,         	X LENGTH = 17.480894, Y Length = 31.993636, Height = 36.54837, Number of Points = 44.654656, Distribution Seed = 31.911117, Mesh Relaxation = 0.651259, Smooth Level = 2, 	2062
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	 Horizontal Circulation,         	X LENGTH = 81.176315, Y Length = 73.004826, Height = 55.581779, Number of Points = 99.819347, Distribution Seed = 58.495599, Mesh Relaxation = 0.316103, Smooth Level = 1, 	2063
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Apprehension, Amazement, Anticipation, Focus, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 71.877818, Y Length = 57.3918, Height = 86.616367, Number of Points = 89.646217, Distribution Seed = 91.975275, Mesh Relaxation = 0.05455, Smooth Level = 1, 	2064
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,    Work,      	X LENGTH = 97.477142, Y Length = 52.293889, Height = 56.44566, Number of Points = 39.305441, Distribution Seed = 34.980227, Mesh Relaxation = 0.389721, Smooth Level = 1, 	2065
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Anticipation, Focus, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 83.755491, Y Length = 81.986549, Height = 94.135881, Number of Points = 89.788191, Distribution Seed = 76.046131, Mesh Relaxation = 0.553637, Smooth Level = 2, 	2066
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation, Horizontal Circulation,  Facilities, Work,      	X LENGTH = 99.14859, Y Length = 29.492651, Height = 66.352388, Number of Points = 74.14146, Distribution Seed = 30.084178, Mesh Relaxation = 0.259665, Smooth Level = 1, 	2067
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Apprehension, Amazement, Anticipation, Focus, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 92.106715, Y Length = 45.408049, Height = 95.281402, Number of Points = 89.188674, Distribution Seed = 95.527767, Mesh Relaxation = 0.194182, Smooth Level = 1, 	2068
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,    Work,      	X LENGTH = 95.253534, Y Length = 86.865192, Height = 17.344276, Number of Points = 71.8707, Distribution Seed = 50.903199, Mesh Relaxation = 0.472439, Smooth Level = 1, 	2069
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Rage, Anger, Apprehension, Amazement, Surprise, Focus, 	Habitation,   Facilities, Work,    Arts Space,  	X LENGTH = 75.597562, Y Length = 38.981115, Height = 59.452995, Number of Points = 72.332339, Distribution Seed = 23.304059, Mesh Relaxation = 0.486837, Smooth Level = 1, 	2070
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,    Work,      	X LENGTH = 30.343981, Y Length = 99.782885, Height = 32.658565, Number of Points = 60.479492, Distribution Seed = 61.134915, Mesh Relaxation = 0.579066, Smooth Level = 2, 	2071
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	          	X LENGTH = 64.934268, Y Length = 17.692842, Height = 17.84353, Number of Points = 46.253232, Distribution Seed = 94.02779, Mesh Relaxation = 0.834746, Smooth Level = 2, 	2072
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Surprise, Distraction, 	 Horizontal Circulation,         	X LENGTH = 42.767628, Y Length = 42.809329, Height = 11.86692, Number of Points = 4.288809, Distribution Seed = 97.442423, Mesh Relaxation = 0.807157, Smooth Level = 1, 	2073
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Fear, Annoyance, Amazement, Surprise, Distraction, 	 Horizontal Circulation,         	X LENGTH = 35.918694, Y Length = 17.851329, Height = 47.97323, Number of Points = 53.697732, Distribution Seed = 4.575874, Mesh Relaxation = 0.791676, Smooth Level = 2, 	2074
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Apprehension, Amazement, Anticipation, Focus, 	Habitation,  Vertical Circulation,        	X LENGTH = 70.443942, Y Length = 37.150001, Height = 81.985958, Number of Points = 49.602394, Distribution Seed = 23.257874, Mesh Relaxation = 0.637987, Smooth Level = 1, 	2075
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation,        	X LENGTH = 98.07929, Y Length = 99.705219, Height = 91.146648, Number of Points = 25.227439, Distribution Seed = 69.183953, Mesh Relaxation = 0.769864, Smooth Level = 1, 	2076
Pensiveness, Sadness, Grief, Loathing, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation, Horizontal Circulation,  Facilities, Work,    Arts Space,  	X LENGTH = 29.158781, Y Length = 23.947909, Height = 81.884163, Number of Points = 56.389197, Distribution Seed = 88.541836, Mesh Relaxation = 0.099536, Smooth Level = 1, 	2077
Pensiveness, Joy, Grief, Loathing, Disgust, Acceptance, Terror, Fear, Apprehension, Amazement, Anticipation, Distraction, 	 Horizontal Circulation,         	X LENGTH = 40.475168, Y Length = 75.511185, Height = 35.911583, Number of Points = 4.479453, Distribution Seed = 17.687282, Mesh Relaxation = 0.273056, Smooth Level = 1, 	2078
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,          	X LENGTH = 54.312267, Y Length = 75.938511, Height = 35.421645, Number of Points = 34.833302, Distribution Seed = 66.651182, Mesh Relaxation = 0.44173, Smooth Level = 1, 	2079
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	 Horizontal Circulation,         	X LENGTH = 56.550212, Y Length = 13.60902, Height = 53.21756, Number of Points = 52.696293, Distribution Seed = 61.95253, Mesh Relaxation = 0.338125, Smooth Level = 1, 	2080
Pensiveness, Sadness, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Apprehension, Amazement, Anticipation, Distraction, 	Habitation,  Vertical Circulation,        	X LENGTH = 98.69836, Y Length = 30.342371, Height = 75.190475, Number of Points = 54.570112, Distribution Seed = 16.273829, Mesh Relaxation = 0.305744, Smooth Level = 2, 	2081
Pensiveness, Sadness, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Amazement, Surprise, Distraction, 	Habitation, Horizontal Circulation,         	X LENGTH = 56.813642, Y Length = 31.943387, Height = 24.237553, Number of Points = 81.877233, Distribution Seed = 2.686144, Mesh Relaxation = 0.359533, Smooth Level = 1, 	2082
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Anticipation, Focus, 	          	X LENGTH = 34.896822, Y Length = 32.098401, Height = 55.638508, Number of Points = 92.218442, Distribution Seed = 56.738757, Mesh Relaxation = 0.917252, Smooth Level = 1, 	2083
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Apprehension, Amazement, Surprise, Focus, 	Habitation,  Vertical Circulation, Facilities, Work,      	X LENGTH = 86.989486, Y Length = 60.966839, Height = 79.80182, Number of Points = 48.441955, Distribution Seed = 30.312305, Mesh Relaxation = 0.110918, Smooth Level = 1, 	2084
Pensiveness, Sadness, Ecstasy, Admiration, Disgust, Boredom, Terror, Fear, Annoyance, Amazement, Surprise, Distraction, 	Habitation,   Facilities, Work,    Arts Space, Cafe/Restaurant, 	X LENGTH = 29.624587, Y Length = 88.163541, Height = 18.127939, Number of Points = 60.592439, Distribution Seed = 76.376967, Mesh Relaxation = 0.001336, Smooth Level = 2, 	2085
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	  Vertical Circulation,        	X LENGTH = 49.538574, Y Length = 53.351315, Height = 65.857385, Number of Points = 92.120801, Distribution Seed = 4.06833, Mesh Relaxation = 0.935317, Smooth Level = 1, 	2086
Pensiveness, Sadness, Grief, Loathing, Disgust, Boredom, Rage, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,  Vertical Circulation, Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 49.686206, Y Length = 66.693539, Height = 88.877257, Number of Points = 68.544994, Distribution Seed = 47.135776, Mesh Relaxation = 0.239503, Smooth Level = 1, 	2087
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	 Horizontal Circulation,         	X LENGTH = 80.635555, Y Length = 10.981001, Height = 43.92217, Number of Points = 45.225046, Distribution Seed = 77.370474, Mesh Relaxation = 0.16049, Smooth Level = 1, 	2088
Serenity, Joy, Grief, Loathing, Trust, Acceptance, Rage, Anger, Apprehension, Amazement, Anticipation, Focus, 	Habitation,   Facilities, Work,   Meditation and Reading, Arts Space,  	X LENGTH = 83.627304, Y Length = 37.892238, Height = 66.068524, Number of Points = 83.144461, Distribution Seed = 9.521452, Mesh Relaxation = 0.324977, Smooth Level = 1, 	2089
Serenity, Joy, Ecstasy, Loathing, Disgust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation, Horizontal Circulation,         	X LENGTH = 65.272592, Y Length = 29.764256, Height = 32.5721, Number of Points = 34.566603, Distribution Seed = 24.851456, Mesh Relaxation = 0.107391, Smooth Level = 1, 	2090
Serenity, Joy, Ecstasy, Loathing, Trust, Acceptance, Rage, Anger, Annoyance, Amazement, Surprise, Focus, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 92.487064, Y Length = 95.734249, Height = 82.513224, Number of Points = 51.393232, Distribution Seed = 25.876018, Mesh Relaxation = 0.316983, Smooth Level = 1, 	2091
Pensiveness, Sadness, Grief, Admiration, Disgust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,   Facilities, Work, Exhibiting, Gathering Nodes, Meditation and Reading, Arts Space, Cafe/Restaurant, 	X LENGTH = 30.611299, Y Length = 85.399126, Height = 86.724663, Number of Points = 32.345971, Distribution Seed = 51.034441, Mesh Relaxation = 0.048469, Smooth Level = 1, 	2092
Serenity, Joy, Ecstasy, Admiration, Disgust, Acceptance, Terror, Anger, Annoyance, Amazement, Surprise, Focus, 	          	X LENGTH = 88.077645, Y Length = 80.004481, Height = 76.993688, Number of Points = 20.628466, Distribution Seed = 42.52337, Mesh Relaxation = 0.762483, Smooth Level = 1, 	2093
Serenity, Joy, Grief, Loathing, Trust, Acceptance, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,          	X LENGTH = 53.666922, Y Length = 61.382806, Height = 62.756413, Number of Points = 56.344345, Distribution Seed = 99.188001, Mesh Relaxation = 0.865517, Smooth Level = 1, 	2094
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,          	X LENGTH = 65.476048, Y Length = 48.835414, Height = 29.532509, Number of Points = 41.493571, Distribution Seed = 79.297299, Mesh Relaxation = 0.324383, Smooth Level = 1, 	2095
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Terror, Anger, Apprehension, Amazement, Surprise, Focus, 	          	X LENGTH = 82.171325, Y Length = 34.801489, Height = 63.422087, Number of Points = 21.082382, Distribution Seed = 64.367748, Mesh Relaxation = 0.984006, Smooth Level = 1, 	2096
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	Habitation,    Work,      	X LENGTH = 36.283749, Y Length = 69.388719, Height = 49.511666, Number of Points = 49.332507, Distribution Seed = 72.862298, Mesh Relaxation = 0.784141, Smooth Level = 1, 	2097
Pensiveness, Sadness, Grief, Admiration, Trust, Boredom, Terror, Fear, Apprehension, Vigilance, Anticipation, Distraction, 	  Vertical Circulation,        	X LENGTH = 42.461481, Y Length = 57.359179, Height = 19.613157, Number of Points = 13.266477, Distribution Seed = 27.683607, Mesh Relaxation = 0.953574, Smooth Level = 2, 	2098
Serenity, Joy, Ecstasy, Admiration, Trust, Acceptance, Rage, Anger, Apprehension, Amazement, Surprise, Focus, 	          	X LENGTH = 80.970381, Y Length = 68.460023, Height = 56.94188, Number of Points = 30.507558, Distribution Seed = 44.602238, Mesh Relaxation = 0.972174, Smooth Level = 1, 	2099
